code,name,city,country
SAT,San Antonio Intl,San Antonio,United States
SAV,Savannah Hilton Head Intl,Savannah,United States
SAW,Sabiha Gokcen,Istanbul,Turkey
SAX,Sambu Airport,Boca de S��balo,Panama
SAY,Ampugnano,Siena,Italy
SBA,Santa Barbara Muni,Santa Barbara,United States
SBD,San Bernardino International Airport,San Bernardino,United States
SBG,Maimun Saleh,Sabang,Indonesia
SBH,Saint Barthelemy,Gustavia,France
SBK,Armor,St.-brieuc Armor,France
SBM,Sheboygan County Memorial Airport,Sheboygan,United States
SBN,South Bend Rgnl,South Bend,United States
SBO,Emanuel Co,Santa Barbara,United States
SBP,San Luis County Regional Airport,San Luis Obispo,United States
SBR,Saibai Island Airport,Saibai Island,Australia
SBS,Steamboat Springs Airport-Bob Adams Field,Steamboat Springs,United States
SBU,Springbok,Springbok,South Africa
SBW,Sibu,Sibu,Malaysia
SBY,Salisbury Ocean City Wicomico Rgnl,Salisbury,United States
SBZ,Sibiu,Sibiu,Romania
SCC,Deadhorse,Deadhorse,United States
SCE,University Park Airport,State College Pennsylvania,United States
SCH,Stratton ANGB - Schenectady County Airpor,Scotia NY,United States
SCK,Stockton Metropolitan,Stockton,United States
SCL,Arturo Merino Benitez Intl,Santiago,Chile
SCM,Scammon Bay Airport,Scammon Bay,United States
SCN,Saarbrucken,Saarbruecken,Germany
SCO,Aktau,Aktau,Kazakhstan
SCQ,Santiago,Santiago,Spain
SCS,Scatsta Airport,Scatsta,United Kingdom
SCT,Socotra Intl,Socotra,Yemen
SCU,Antonio Maceo Intl,Santiago De Cuba,Cuba
SCV,Stefan Cel Mare,Suceava,Romania
SCW,Syktyvkar,Syktyvkar,Russia
SCX,Salina Cruz Naval Air Station,Salina Cruz,Mexico
SCY,San Crist�_bal Airport,San Crist�_bal,Ecuador
SCZ,Santa Cruz/Graciosa Bay/Luova Airport,Santa Cruz/Graciosa Bay/Luova,Solomon Islands
SDC,Williamson-Sodus Airport,Williamson,United States
SDD,Lubango,Lubango,Angola
SDE,Santiago Del Estero,Santiago Del Estero,Argentina
SDF,Louisville International Airport,Louisville,United States
SDG,Sanandaj,Sanandaj,Iran
SDJ,Sendai,Sendai,Japan
SDK,Sandakan,Sandakan,Malaysia
SDL,Sundsvall Harnosand,Sundsvall,Sweden
SDM,Brown Field Municipal Airport,San Diego,United States
SDN,Anda Airport,Sandane,Norway
SDP,Sand Point Airport,Sand Point,United States
SDQ,Las Americas Intl,Santo Domingo,Dominican Republic
SDR,Santander,Santander,Spain
SDT,Saidu Sharif,Saidu Sharif,Pakistan
SDU,Santos Dumont,Rio De Janeiro,Brazil
SDV,Sde Dov,Tel-aviv,Israel
SDX,Sedona,Sedona,United States
SDY,Sidney-Richland Municipal Airport,Sidney,United States
SDZ,Scatsta,Scatsta,United Kingdom
SEA,Seattle Tacoma Intl,Seattle,United States
SEB,Sebha,Sebha,Libya
SEE,Gillespie,El Cajon,United States
SEF,Regional - Hendricks AAF,Sebring,United States
SEH,Senggeh Airport,Senggeh-Papua Island,Indonesia
SEL,Gimpo International Airpot,Seoul,South Korea
SEM,Craig Fld,Selma,United States
SEN,Southend,Southend,United Kingdom
SES,Selfield Airport,Selma Alabama,United States
SEU,Seronera,Seronera,Tanzania
SEY,Selibady,Selibabi,Mauritania
SEZ,Seychelles Intl,Mahe,Seychelles
SFA,Thyna,Sfax,Tunisia
SFB,Orlando Sanford Intl,Sanford,United States
SFC,St-Fran̤ois Airport,St-Fran̤ois,Guadeloupe
SFD,San Fernando De Apure,San Fernando De Apure,Venezuela
SFE,San Fernando Airport,San Fernando,Philippines
SFF,Felts Fld,Spokane,United States
SFG,Grand Case,St. Martin,Guadeloupe
SFH,Sub Teniente Nestor Arias,San Felipe,Venezuela
SFJ,Sondre Stromfjord,Sondrestrom,Greenland
SFK,Soure Airport,Soure,Brazil
SFL,Sao Filipe Airport,"Sao Filipe, Fogo Island",Cape Verde
SFM,Sanford Regional,Sanford ME,United States
SFN,Sauce Viejo,Santa Fe,Argentina
SFO,San Francisco Intl,San Francisco,United States
SFQ,Sanliurfa Airport,Sanliurfa,Turkey
SFS,Subic Bay International Airport,Olongapo City,Philippines
SFT,Skelleftea,Skelleftea,Sweden
SFZ,North Central State,Smithfield,United States
SGC,Surgut,Surgut,Russia
SGD,Sonderborg,Soenderborg,Denmark
SGF,Springfield Branson Natl,Springfield,United States
SGH,Springfield-Beckly Municipal Airport,Springfield,United States
SGJ,St. Augustine Airport,St. Augustine,United States
SGN,Tansonnhat Intl,Ho Chi Minh City,Vietnam
SGO,St George Airport,St George,Australia
SGR,Sugar Land Regional Airport,Sugar Land,United States
SGS,Sanga Sanga Airport,Sanga Sanga,Philippines
SGU,St George Muni,Saint George,United States
SGV,Sierra Grande,Sierra Grande,Argentina
SGY,Skagway Airport,Skagway,United States
SHA,Hongqiao Intl,Shanghai,China
SHB,Nakashibetsu,Nakashibetsu,Japan
SHC,Shire Inda Selassie Airport,Shire Indasilase,Ethiopia
SHD,Shenandoah Valley Regional Airport,Weyers Cave,United States
SHE,Shenyang Taoxian International Airport,Shenyang,China
SHG,Shungnak Airport,Shungnak,United States
SHH,Shishmaref Airport,Shishmaref,United States
SHI,Shimojishima,Shimojishima,Japan
SHJ,Sharjah Intl,Sharjah,United Arab Emirates
SHL,Shillong Airport,Shillong,India
SHM,Nanki Shirahama,Nanki-shirahama,Japan
SHO,Sokcho,Sokch'o,South Korea
SHP,Shanhaiguan Airport,Qinhuangdao,China
SHR,Sheridan County Airport,Sheridan,United States
SHT,Shepparton,Shepparton,Australia
SHV,Shreveport Rgnl,Shreveport,United States
SHW,Sharurah,Sharurah,Saudi Arabia
SHX,Shageluk Airport,Shageluk,United States
SHY,Shinyanga Airport,Shinyanga,Tanzania
SIA,Xi'An Xiguan,Xi'AN,China
SIB,Aeroclub Sibiu,Sibiu,Romania
SIC,Sinop Airport,Sinop,Turkey
SID,Amilcar Cabral Intl,Amilcar Cabral,Cape Verde
SIF,Simara,Simara,Nepal
SIG,Fernando Luis Ribas Dominicci,San Juan,Puerto Rico
SIJ,Siglufjordur,Siglufjordur,Iceland
SIK,Sikeston Memorial Municipal,Sikeston,United States
SIM,Simbai,Simbai,Papua New Guinea
SIN,Changi Intl,Singapore,Singapore
SIP,Simferopol Intl,Simferopol,Ukraine
SIQ,Dabo,Singkep,Indonesia
SIR,Sion,Sion,Switzerland
SIS,Sishen,Sishen,South Africa
SIT,Sitka Rocky Gutierrez,Sitka,United States
SIU,Siuna Airport,Siuna,Nicaragua
SJC,Norman Y Mineta San Jose Intl,San Jose,United States
SJD,Los Cabos Intl,San Jose Del Cabo,Mexico
SJE,Jorge E Gonzalez Torres,San Jose Del Guaviare,Colombia
SJI,Antique,San Jose,Philippines
SJJ,Sarajevo,Sarajevo,Bosnia and Herzegovina
SJK,Professor Urbano Ernesto Stumpf,Sao Jose Dos Campos,Brazil
SJL,Sao Gabriel da Cachoeira Airport,Sao Gabriel da Cachoeira,Brazil
SJO,Juan Santamaria Intl,San Jose,Costa Rica
SJP,Sao Jose Do Rio Preto,Sao Jose Do Rio Preto,Brazil
SJT,San Angelo Rgnl Mathis Fld,San Angelo,United States
SJU,Luis Munoz Marin Intl,San Juan,Puerto Rico
SJW,Shijiazhuang Daguocun International Airport,Shijiazhuang,China
SJX,Sartaneja Airport,Sarteneja,Belize
SJY,Sein�_joki Airport,Sein�_joki / Ilmajoki,Finland
SJZ,Sao Jorge,Sao Jorge Island,Portugal
SKA,Fairchild Afb,Spokane,United States
SKB,Robert L Bradshaw,Basse Terre,Saint Kitts and Nevis
SKC,Suki Airport,Suki,Papua New Guinea
SKD,Samarkand,Samarkand,Uzbekistan
SKE,Geiteryggen,Skien,Norway
SKF,Lackland Afb Kelly Fld Annex,San Antonio,United States
SKG,Makedonia,Thessaloniki,Greece
SKH,Surkhet,Surkhet,Nepal
SKK,Shaktoolik Airport,Shaktoolik,United States
SKN,Skagen,Stokmarknes,Norway
SKO,Sadiq Abubakar Iii Intl,Sokoto,Nigeria
SKP,Skopje,Skopje,Macedonia
SKS,Skrydstrup,Skrydstrup,Denmark
SKT,Sialkot Airport,Sialkot,Pakistan
SKU,Skiros,Skiros,Greece
SKV,St Catherine Intl,St. Catherine,Egypt
SKX,Saransk Airport,Saransk,Russia
SKY,Griffing Sandusky,Sandusky,United States
SKZ,Sukkur,Sukkur,Pakistan
SLA,Salta,Salta,Argentina
SLC,Salt Lake City Intl,Salt Lake City,United States
SLD,Sliac,Sliac,Slovakia
SLE,McNary Field,Salem,United States
SLF,Sulayel,Sulayel,Saudi Arabia
SLH,Sola Airport,Sola,Vanuatu
SLI,Solwesi Airport,Solwesi,Zambia
SLJ,Solomon Airport,Solomon,Australia
SLK,Adirondack Regional Airport,Saranac Lake,United States
SLL,Salalah,Salalah,Oman
SLM,Salamanca,Salamanca,Spain
SLN,Salina Municipal Airport,Salina,United States
SLP,Ponciano Arriaga Intl,San Luis Potosi,Mexico
SLQ,Sleetmute Airport,Sleetmute,United States
SLU,George F L Charles,Castries,Saint Lucia
SLV,Shimla Airport,Shimla,India
SLW,Plan De Guadalupe Intl,Saltillo,Mexico
SLX,Salt Cay Airport,Salt Cay,Turks and Caicos Islands
SLY,Salekhard Airport,Salekhard,Russia
SLZ,Marechal Cunha Machado Intl,Sao Luis,Brazil
SMA,Santa Maria,Santa Maria (island),Portugal
SMD,Smith Fld,Fort Wayne IN,United States
SME,Lake Cumberland Regional Airport,Somerset,United States
SMF,Sacramento Intl,Sacramento,United States
SMI,Samos,Samos,Greece
SMK,St. Michael Airport,St. Michael,United States
SML,Stella Maris,Stella Maris,Bahamas
SMN,Lemhi County Airport,Salmon,United States
SMO,Santa Monica Municipal Airport,Santa Monica,United States
SMQ,Sampit(Hasan) Airport,Sampit-Borneo Island,Indonesia
SMR,Simon Bolivar,Santa Marta,Colombia
SMS,Sainte Marie,Sainte Marie,Madagascar
SMT,Sun Moon Lake Airport,Sun Moon Lake,Taiwan
SMV,Samedan,Samedan,Switzerland
SMW,Smara Airport,Smara,Western Sahara
SMX,Santa Maria Pub Cpt G Allan Hancock Airport,Santa Maria,United States
SMZ,Stoelmans Eiland Airstrip,Stoelmans Eiland,Suriname
SNA,John Wayne Arpt Orange Co,Santa Ana,United States
SNC,General Ulpiano Paez,Salinas,Ecuador
SNE,Preguica,Sao Nocolau Island,Cape Verde
SNN,Shannon,Shannon,Ireland
SNO,Sakon Nakhon,Sakon Nakhon,Thailand
SNP,St Paul Island,St. Paul Island,United States
SNR,Montoir,St.-nazaire,France
SNU,Abel Santamaria,Santa Clara,Cuba
SNV,Santa Elena Airport,Santa Elena de Uairen,Venezuela
SNW,Thandwe,Thandwe,Myanmar
SNY,Sidney Muni Airport,Sidney,United States
SOB,S��rmell̩k International Airport,S��rmell̩k,Hungary
SOC,Adi Sumarmo Wiryokusumo,Solo City,Indonesia
SOD,Sorocaba Airport,Sorocaba,Brazil
SOF,Sofia,Sofia,Bulgaria
SOG,Sogndal Airport,Sogndal,Norway
SOJ,Sorkjosen Airport,Sorkjosen,Norway
SOM,San Tome,San Tome,Venezuela
SON,Santo Pekoa International Airport,Santo,Vanuatu
SOO,Soderhamn Airport,Soderhamn,Sweden
SOP,Moore County Airport,Pinehurst-Southern Pines,United States
SOQ,Jefman,Sorong,Indonesia
SOT,Sodankyla,Sodankyla,Finland
SOU,Southampton,Southampton,United Kingdom
SOW,Show Low Regional Airport,Show Low,United States
SOY,Stronsay Airport,Stronsay,United Kingdom
SOZ,Solenzara,Solenzara,France
SPB,Scappoose Industrial Airpark,San Luis,United States
SPC,La Palma,Santa Cruz De La Palma,Spain
SPD,Saidpur,Saidpur,Bangladesh
SPF,Black Hills Airport-Clyde Ice Field,Spearfish-South Dakota,United States
SPG,Albert Whitted,St. Petersburg,United States
SPI,Abraham Lincoln Capital,Springfield,United States
SPK,Chitose,Chitose,Japan
SPM,Spangdahlem Ab,Spangdahlem,Germany
SPN,Francisco C Ada Saipan Intl,Saipan,Northern Mariana Islands
SPP,Menongue,Menongue,Angola
SPR,San Pedro,San Pedro,Belize
SPS,Sheppard Afb Wichita Falls Muni,Wichita Falls,United States
SPU,Split,Split,Croatia
SPW,Spencer Muni,Spencer,United States
SPY,San Pedro,San Pedro,Cote d'Ivoire
SPZ,Silver Springs Airport,Silver Springs,United States
SQG,Susilo Airport,Sintang-Borneo Island,Indonesia
SQH,Na-San Airport,Son-La,Vietnam
SQL,San Carlos Airport,San Carlos,United States
SQO,Storuman Airport,Mohed,Sweden
SQQ,Siauliai Intl,Siauliai,Lithuania
SR2,Stranraer Ferry Port,Stranraer,United Kingdom
SRA,Santa Rosa Airport,Santa Rosa,Brazil
SRE,Juana Azurduy De Padilla,Sucre,Bolivia
SRG,Achmad Yani,Semarang,Indonesia
SRH,Sarh Airport,Sarh,Chad
SRI,Temindung,Samarinda,Indonesia
SRJ,Capit��n Av. German Quiroga G. Airport,San Borja,Bolivia
SRN,Strahan Airport,Strahan,Australia
SRP,Sorstokken,Stord,Norway
SRQ,Sarasota Bradenton Intl,Sarasota,United States
SRR,Sierra Blanca Regional Airport,Ruidoso,United States
SRT,Soroti,Soroti,Uganda
SRV,Stony River 2 Airport,Stony River,United States
SRX,Gardabya Airport,Sirt,Libya
SRY,Sari Dasht E Naz Airport,Dasht-e-naz,Iran
SRZ,Santa Cruz,Santa Cruz,Bolivia
SSA,Deputado Luis Eduardo Magalhaes,Salvador,Brazil
SSB,Christiansted Harbor Seaplane Base,Christiansted,Virgin Islands
SSC,Shaw Afb,Sumter,United States
SSE,Sholapur,Sholapur,India
SSG,Malabo,Malabo,Equatorial Guinea
SSH,Sharm El Sheikh Intl,Sharm El Sheikh,Egypt
SSI,McKinnon Airport,Brunswick,United States
SSJ,Stokka,Sandnessjoen,Norway
SSN,Seoul Ab,Seoul East,South Korea
SSR,Sara Airport,Pentecost Island,Vanuatu
SST,Santa Teresita Airport,Santa Teresita,Argentina
SSX,Samsun,Samsun,Turkey
SSY,Mbanza Congo,M'banza-congo,Angola
SSZ,Base Aerea De Santos,Santos,Brazil
STA,Stauning,Stauning,Denmark
STB,Santa Barbara Del Zulia,Santa Barbara,Venezuela
STC,Saint Cloud Regional Airport,Saint Cloud,United States
STD,Mayor Buenaventura Vivas,Santo Domingo,Venezuela
STE,Stevens Point Municipal Airport,Stevens Point,United States
STG,St. George Airport,St. George,United States
STI,Cibao Intl,Santiago,Dominican Republic
STJ,Rosecrans Mem,Rosecrans,United States
STK,Sterling Municipal Airport,Sterling,United States
STL,Lambert St Louis Intl,St. Louis,United States
STM,Santarem,Santarem,Brazil
STN,Stansted,London,United Kingdom
STO,Stockholm Cruise Port,Stockholm,Sweden
STP,London St Pancras,London,United Kingdom
STR,Stuttgart,Stuttgart,Germany
STS,Charles M Schulz Sonoma Co,Santa Rosa,United States
STT,Cyril E King,St. Thomas,Virgin Islands
STU,Santa Cruz,Rio De Janeiro,Brazil
STV,Surat,Surat,India
STW,Shpakovskoye,Stavropol,Russia
STX,Henry E Rohlsen,St. Croix Island,Virgin Islands
STY,Nueva Hesperides Intl,Salto,Uruguay
STZ,Confresa Airport,Santa Terezinha,Brazil
SUA,Witham Field Airport,Stuart,United States
SUB,Juanda,Surabaya,Indonesia
SUE,Door County Cherryland Airport,Sturgeon Bay,United States
SUF,Lamezia Terme,Lamezia,Italy
SUG,Surigao Airport,Sangley Point,Philippines
SUI,Sukhumi Dranda,Sukhumi,Georgia
SUJ,Satu Mare,Satu Mare,Romania
SUL,Sui,Sui,Pakistan
SUN,Friedman Mem,Hailey,United States
SUR,Summer Beaver Airport,Summer Beaver,Canada
SUS,Spirit Of St Louis,Null,United States
SUU,Travis Afb,Fairfield,United States
SUV,Nausori Intl,Nausori,Fiji
SUX,Sioux Gateway Col Bud Day Fld,Sioux City,United States
SVA,Savoonga Airport,Savoonga,United States
SVB,Sambava,Sambava,Madagascar
SVC,Grant County Airport,Silver City,United States
SVD,E T Joshua,Kingstown,Saint Vincent and the Grenadines
SVG,Sola,Stavanger,Norway
SVH,Regional Airport,Statesville,United States
SVI,Eduardo Falla Solano,San Vincente De Caguan,Colombia
SVJ,Svolv�_r Helle Airport,Svolv�_r,Norway
SVL,Savonlinna,Savonlinna,Finland
SVN,Hunter Aaf,Hunter Aaf,United States
SVO,Sheremetyevo,Moscow,Russia
SVP,Kuito,Kuito,Angola
SVQ,Sevilla,Sevilla,Spain
SVU,Savusavu Airport,Savusavu,Fiji
SVW,Sparrevohn Lrrs,Sparrevohn,United States
SVX,Koltsovo,Yekaterinburg,Russia
SVZ,San Antonio Del Tachira,San Antonio,Venezuela
SWA,Wai Sha Airport,Shantou,China
SWD,Seward Airport,Seward,United States
SWF,Stewart Intl,Newburgh,United States
SWJ,Southwest Bay Airport,Malekula Island,Vanuatu
SWP,Swakopmund Airport,Swakopmund,Namibia
SWQ,Sumbawa Besar Airport,Sumbawa Island,Indonesia
SWS,Swansea,Swansea,United Kingdom
SWT,Strezhevoy,Strezhevoy,Russia
SWX,Shakawe Airport,Shakawe,Botswana
SXB,Entzheim,Strasbourg,France
SXF,Schonefeld,Berlin,Germany
SXL,Sligo,Sligo,Ireland
SXM,Princess Juliana Intl,Philipsburg,Netherlands Antilles
SXO,Sao Felix do Araguaia Airport,Sao Felix do Araguaia,Brazil
SXP,Sheldon Point Airport,Nunam Iqua,United States
SXQ,Soldotna Airport,Soldotna,United States
SXR,Srinagar,Srinagar,India
SXX,Sao Felix do Xingu Airport,Sao Felix do Xingu,Brazil
SYA,Eareckson As,Shemya,United States
SYB,Seal Bay Seaplane Base,Seal Bay,United States
SYD,Sydney Intl,Sydney,Australia
SYH,Syangboche,Syangboche,Nepal
SYM,Simao Airport,Simao,China
SYO,Shonai Airport,Shonai,Japan
SYQ,Tobias Bolanos International Airport,San Jose,Costa Rica
SYR,Syracuse Hancock Intl,Syracuse,United States
SYU,Warraber Island Airport,Sue Islet,Australia
SYW,Sehwan Sharif Airport,Sehwan Sharif,Pakistan
SYX,Phoenix International,Sanya,China
SYY,Stornoway,Stornoway,United Kingdom
SYZ,Shiraz Shahid Dastghaib Intl,Shiraz,Iran
SZA,Soyo,Soyo,Angola
SZB,Subang-Sultan Abdul Aziz Shah Intl,Kuala Lumpur,Malaysia
SZF,Samsun-��ar��amba Airport,Samsun,Turkey
SZG,Salzburg,Salzburg,Austria
SZK,Skukuza,Skukuza,South Africa
SZL,Whiteman Afb,Knobnoster,United States
SZS,Ryans Creek Aerodrome,Stewart Island,New Zealand
SZW,Schwerin Parchim,Parchim,Germany
SZX,Baoan Intl,Shenzhen,China
SZZ,Goleniow,Szczecin,Poland
TAB,Crown Point,Scarborough,Trinidad and Tobago
TAC,Daniel Z Romualdez,Tacloban,Philippines
TAE,Daegu Ab,Taegu,South Korea
TAF,Tafaraoui,Oran,Algeria
TAG,Tagbilaran,Tagbilaran,Philippines
TAH,Tanna island,Tanna,Vanuatu
TAI,Taiz Intl,Taiz,Yemen
TAK,Takamatsu,Takamatsu,Japan
TAL,Tanana Airport,Tanana,United States
TAM,General Francisco Javier Mina Intl,Tampico,Mexico
TAN,Taunton Municipal Airport - King Field,Taunton,United States
TAO,Liuting,Qingdao,China
TAP,Tapachula Intl,Tapachula,Mexico
TAR,Grottaglie,Grottaglie,Italy
TAS,Yuzhny,Tashkent,Uzbekistan
TAT,Tatry,Poprad Longer Text,Slovakia
TAY,Tartu,Tartu,Estonia
TAZ,Dasoguz Airport,Dasoguz,Turkmenistan
TBB,Dong Tac,Tuy Hoa,Vietnam
TBF,Tabiteuea North,Tabiteuea North,Kiribati
TBG,Tabubil Airport,Tabubil,Papua New Guinea
TBH,Romblon Airport,Romblon,Philippines
TBJ,7 Novembre,Tabarka,Tunisia
TBN,Waynesville Rgnl Arpt At Forney Fld,Fort Leonardwood,United States
TBO,Tabora Airport,Tabora,Tanzania
TBP,Pedro Canga,Tumbes,Peru
TBS,Tbilisi,Tbilisi,Georgia
TBT,Tabatinga,Tabatinga,Brazil
TBU,Fua Amotu Intl,Tongatapu,Tonga
TBW,Tambow,Tambow,Russia
TBZ,Tabriz Intl,Tabriz,Iran
TCA,Tennant Creek Airport,Tennant Creek,Australia
TCB,Treasure Cay,Treasure Cay,Bahamas
TCC,Tucumcari Muni,Tucumcari,United States
TCD,Tarapac�� Airport,Tarapac��,Colombia
TCE,Cataloi,Tulcea,Romania
TCG,Tacheng Airport,Tacheng,China
TCH,Tchibanga Airport,Tchibanga,Gabon
TCL,Tuscaloosa Rgnl,Tuscaloosa AL,United States
TCM,Mc Chord Afb,Tacoma,United States
TCN,Tehuacan,Tehuacan,Mexico
TCO,La Florida,Tumaco,Colombia
TCP,Taba Intl,Taba,Egypt
TCQ,Coronel Carlos Ciriani Santa Rosa Intl,Tacna,Peru
TCS,Truth Or Consequences Muni,Truth Or Consequences,United States
TCT,Takotna Airport,Takotna,United States
TCY,Terrace Bay,Terrace Bay,Namibia
TCZ,Tengchong Tuofeng Airport,Tengchong,China
TDD,Tte Av Jorge Henrich Arauz,Trinidad,Bolivia
TDG,Tandag Airport,Tandag,Philippines
TDJ,Tadjoura,Tadjoura,Djibouti
TDK,Taldykorgan Airport,Taldykorgan,Kazakhstan
TDL,Tandil,Tandil,Argentina
TDR,Theodore,Theodore,Australia
TDX,Trat,Trat,Thailand
TEA,Tela,Tela,Honduras
TEB,Teterboro,Teterboro,United States
TED,Thisted,Thisted,Denmark
TEE,Cheikh Larbi Tebessi,Tebessa,Algeria
TEF,Telfer Airport,Telfer,Australia
TEK,Tatitlek Airport,Tatitlek,United States
TEM,Temora,Temora,Australia
TEN,Tongren,Tongren,China
TEQ,Tekirda�� ��orlu Airport,��orlu,Turkey
TER,Lajes,Lajes (terceira Island),Portugal
TET,Tete Chingodzi,Tete,Mozambique
TEU,Manapouri,Manapouri,New Zealand
TEX,Telluride,Telluride,United States
TEZ,Tezpur Airport,Tezpur,India
TFF,Tefe,Tefe,Brazil
TFI,Tufi Airport,Tufi,Papua New Guinea
TFM,Telefomin Airport,Telefomin,Papua New Guinea
TFN,Tenerife Norte,Tenerife,Spain
TFS,Tenerife Sur,Tenerife,Spain
TGC,Tanjung Manis Airport,Tanjung Manis,Malaysia
TGD,Podgorica,Podgorica,Montenegro
TGG,Sultan Mahmud,Kuala Terengganu,Malaysia
TGH,Tongoa Island Airport,Tongoa Island,Vanuatu
TGJ,Tiga Airport,Tiga,New Caledonia
TGM,Transilvania Targu Mures,Tirgu Mures,Romania
TGO,Tongliao Airport,Tongliao,China
TGR,Sidi Mahdi,Touggourt,Algeria
TGT,Tanga,Tanga,Tanzania
TGU,Toncontin Intl,Tegucigalpa,Honduras
TGZ,Angel Albino Corzo,Tuxtla Gutierrez,Mexico
THD,Tho Xuan Airport,Thanh Hoa,Vietnam
THE,Senador Petronio Portella,Teresina,Brazil
THF,Tempelhof,Berlin,Germany
THG,Thangool,Biloela,Australia
THL,Tachileik,Tachilek,Myanmar
THN,Trollhattan Vanersborg,Trollhattan,Sweden
THO,Thorshofn Airport,Thorshofn,Iceland
THQ,Tianshui Airport,Tianshui,China
THR,Mehrabad Intl,Teheran,Iran
THS,Sukhothai,Sukhothai,Thailand
THU,Thule Air Base,Thule,Greenland
THZ,Tahoua,Tahoua,Niger
TIA,Tirana Rinas,Tirana,Albania
TIC,Tinak Airport,Tinak,Marshall Islands
TID,Bou Chekif,Tiaret,Algeria
TIE,Tippi Airport,Tippi,Ethiopia
TIF,Taif,Taif,Saudi Arabia
TIH,Tikehau,Tikehau,French Polynesia
TII,Tarin Kowt Airport,Tarin Kowt,Afghanistan
TIJ,General Abelardo L Rodriguez Intl,Tijuana,Mexico
TIK,Tinker Afb,Oklahoma City,United States
TIM,Moses Kilangin,Timika,Indonesia
TIN,Tindouf,Tindouf,Algeria
TIP,Tripoli Intl,Tripoli,Libya
TIQ,Tinian Intl,West Tinian,Northern Mariana Islands
TIR,Tirupati,Tirupeti,India
TIU,Timaru,Timaru,New Zealand
TIV,Tivat,Tivat,Montenegro
TIW,Tacoma Narrows Airport,Tacoma,United States
TIX,Space Coast Reg'l Airport,Titusville,United States
TIY,Tidjikja,Tidjikja,Mauritania
TIZ,Tari Airport,Tari,Papua New Guinea
TJA,Capitan Oriel Lea Plaza,Tarija,Bolivia
TJG,Warukin Airport,Tanjung-Borneo Island,Indonesia
TJH,Tajima Airport,Toyooka,Japan
TJM,Roschino,Tyumen,Russia
TJQ,H As Hanandjoeddin,Tanjung Pandan,Indonesia
TJS,Tanjung Harapan Airport,Tanjung Selor-Borneo Island,Indonesia
TJU,Kulob Airport,Kulyab,Tajikistan
TKA,Talkeetna,Talkeetna,United States
TKC,Tiko,Tiko,Cameroon
TKD,Takoradi,Takoradi,Ghana
TKE,Tenakee Seaplane Base,Tenakee Springs,United States
TKF,Truckee-Tahoe Airport,Truckee,United States
TKG,Radin Inten II (Branti) Airport,Bandar Lampung-Sumatra Island,Indonesia
TKI,Collin County Regional Airport at Mc Kinney,Dallas,United States
TKK,Chuuk Intl,Chuuk,Micronesia
TKN,Tokunoshima,Tokunoshima,Japan
TKP,Takapoto,Takapoto,French Polynesia
TKQ,Kigoma Airport,Kigoma,Tanzania
TKS,Tokushima,Tokushima,Japan
TKT,Tak,Tak,Thailand
TKU,Turku,Turku,Finland
TKX,Takaroa,Takaroa,French Polynesia
TLA,Teller Airport,Teller,United States
TLC,Licenciado Adolfo Lopez Mateos Intl,Toluca,Mexico
TLD,Limpopo Valley Airport,Tuli Lodge,Botswana
TLE,Toliara,Toliara,Madagascar
TLG,Treuchtlingen BF,Treuchtlingen,Germany
TLH,Tallahassee Rgnl,Tallahassee,United States
TLJ,Tatalina Lrrs,Tatalina,United States
TLL,Tallinn,Tallinn-ulemiste International,Estonia
TLM,Zenata,Tlemcen,Algeria
TLN,Le Palyvestre,Hyeres,France
TLQ,Turpan,Turpan,China
TLS,Blagnac,Toulouse,France
TLT,Tuluksak Airport,Tuluksak,United States
TLU,Golfo de Morrosquillo Airport,Tolu,Colombia
TLV,Ben Gurion,Tel-aviv,Israel
TMA,Henry Tift Myers Airport,Tifton,United States
TMB,Kendall Tamiami Executive,Kendall-tamiami,United States
TMC,Tambolaka Airport,Waikabubak-Sumba Island,Indonesia
TME,Tame,Tame,Colombia
TMG,Tomanggong Airport,Tomanggong,Malaysia
TMI,Tumling Tar,Tumling Tar,Nepal
TMJ,Termez Airport,Termez,Uzbekistan
TMK,Thamkharka,Thamkharka,Nepal
TML,Tamale,Tamale,Ghana
TMM,Toamasina,Toamasina,Madagascar
TMN,Tamana Airport,Tamana,Kiribati
TMP,Tampere Pirkkala,Tampere,Finland
TMR,Tamanrasset,Tamanrasset,Algeria
TMS,Sao Tome Intl,Sao Tome,Sao Tome and Principe
TMT,Trombetas,Oriximina,Brazil
TMU,Tambor Airport,Nicoya,Costa Rica
TMW,Tamworth,Tamworth,Australia
TMX,Timimoun,Timimoun,Algeria
TNA,Jinan,Jinan,China
TNC,Tin City LRRS Airport,Tin City,United States
TND,Alberto Delgado Airport,Trinidad,Cuba
TNE,New Tanegashima,Tanegashima,Japan
TNF,Toussus Le Noble,Toussous-le-noble,France
TNG,Ibn Batouta,Tanger,Morocco
TNI,Satna,Satna,India
TNJ,Kijang,Tanjung Pinang,Indonesia
TNK,Tununak Airport,Tununak,United States
TNL,Ternopol,Ternopol,Ukraine
TNN,Tainan,Tainan,Taiwan
TNO,Cabo Velas Airport,Nicoya,Costa Rica
TNR,Ivato,Antananarivo,Madagascar
TNT,Dade Collier Training And Transition,Miami,United States
TNX,Tonopah Test Range,Tonopah,United States
TOA,Zamperini Field Airport,Torrance,United States
TOB,Gamal Abdel Nasser Airport,Tobruk,Libya
